"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","PK_Standard","PKatt_Standard","FK_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np.G_minus_xG_Expected"
"303","Barcelona","La Liga","Andreas Christensen","DEN","DF",60,57,35,55,90,17,36,61,46,15,89,87,77,41,42,63,61,61
"304","Barcelona","La Liga","Ousmane Dembélé","FRA","FW",49,87,90,88,44,93,87,61,60,47,89,87,77,81,84,47,86,86
"305","Barcelona","La Liga","Ansu Fati","ESP","FW",48,91,94,89,34,97,89,61,69,36,89,87,93,95,96,88,4,4
"306","Barcelona","La Liga","Eric García","ESP","DF,MF",47,57,22,18,11,11,7,85,100,6,89,87,77,54,55,98,35,35
"308","Barcelona","La Liga","Gavi","ESP","MF,FW",84,70,74,70,37,42,40,49,54,47,89,87,77,76,78,71,16,16
"309","Barcelona","La Liga","Frenkie de Jong","NED","MF",83,70,56,77,92,25,48,66,46,57,89,87,77,68,70,82,41,41
"310","Barcelona","La Liga","Franck Kessié","CIV","MF",31,57,42,32,11,48,28,53,90,40,89,87,77,52,53,71,41,41
"311","Barcelona","La Liga","Jules Koundé","FRA","DF",79,57,47,18,1,18,2,49,100,28,89,87,77,44,45,47,57,58
"312","Barcelona","La Liga","Robert Lewandowski","POL","FW",91,100,100,100,74,98,98,85,75,24,89,94,96,100,100,95,15,41
"313","Barcelona","La Liga","Memphis","NED","FW",3,57,22,41,90,99,99,85,68,11,89,87,77,38,39,86,63,64
"314","Barcelona","La Liga","Pedri","ESP","MF",68,91,64,74,71,42,51,95,94,41,89,87,77,86,88,98,86,86
"317","Barcelona","La Liga","Raphinha","BRA","FW",69,93,98,96,43,96,89,57,55,62,89,87,99,96,97,77,4,4
"319","Barcelona","La Liga","Sergi Roberto","ESP","DF,MF",42,83,56,62,52,53,54,92,94,38,89,87,77,66,69,82,92,92
"322","Barcelona","La Liga","Ferrán Torres","ESP","FW,MF",46,83,83,79,38,84,74,66,70,38,89,94,87,86,84,71,21,58
"323","Barcelona","La Liga","Lamine Yamal","ESP","FW",0,31,3,18,100,100,100,32,32,8,89,87,77,19,19,99,41,41
"324","Bayern Munich","Bundesliga","Daley Blind","NED","DF,MF",4,31,3,18,100,26,69,32,32,93,89,87,77,5,5,28,57,58
"325","Bayern Munich","Bundesliga","João Cancelo","POR","DF,FW",35,57,42,49,52,45,47,53,54,62,89,87,77,31,32,28,70,70
"326","Bayern Munich","Bundesliga","Kingsley Coman","FRA","FW,MF",50,94,90,89,54,93,88,81,80,63,89,87,77,85,87,56,99,98
"327","Bayern Munich","Bundesliga","Alphonso Davies","CAN","DF",70,57,58,70,73,34,46,42,36,63,89,87,77,58,59,56,27,27
"328","Bayern Munich","Bundesliga","Serge Gnabry","GER","FW,MF",67,98,98,99,83,97,98,81,68,38,95,94,87,98,98,82,97,96
"329","Bayern Munich","Bundesliga","Leon Goretzka","GER","MF",60,77,85,83,44,73,70,53,48,52,89,87,77,85,87,77,8,8
"330","Bayern Munich","Bundesliga","Ryan Gravenberch","NED","MF",19,31,39,41,33,65,57,32,32,76,89,87,77,38,39,47,21,20
"332","Bayern Munich","Bundesliga","Arijon Ibrahimović","GER","MF",1,31,6,32,100,100,100,32,32,1,89,87,77,23,24,99,35,35
"333","Bayern Munich","Bundesliga","Joshua Kimmich","GER","MF",93,87,72,79,71,36,46,79,70,96,95,94,93,65,53,18,97,96
"334","Bayern Munich","Bundesliga","Matthijs de Ligt","NED","DF",81,77,66,70,55,35,41,74,72,42,89,87,77,44,45,18,93,94
"335","Bayern Munich","Bundesliga","Sadio Mané","SEN","FW,MF",50,93,92,92,63,95,92,66,59,19,95,96,77,96,94,86,7,15
"336","Bayern Munich","Bundesliga","Eric Maxim Choupo-Moting","CMR","FW",39,96,77,87,90,82,92,98,94,17,89,94,77,90,90,95,99,99
"337","Bayern Munich","Bundesliga","Noussair Mazraoui","MAR","DF",37,57,28,32,28,26,23,74,90,62,89,87,77,44,45,86,57,58
"338","Bayern Munich","Bundesliga","Thomas Müller","GER","FW,MF",58,93,89,95,83,85,92,79,59,16,89,87,77,96,97,96,7,6
"339","Bayern Munich","Bundesliga","Jamal Musiala","GER","MF,FW",75,98,96,96,63,88,86,87,80,40,89,87,77,94,96,77,99,99
"340","Bayern Munich","Bundesliga","Manuel Neuer","GER","GK",37,31,6,18,90,2,8,32,32,3,89,87,77,10,10,71,52,53
"341","Bayern Munich","Bundesliga","Benjamin Pavard","FRA","DF",82,83,81,81,56,50,54,69,68,61,89,87,77,70,72,37,91,91
"342","Bayern Munich","Bundesliga","Marcel Sabitzer","AUT","MF",21,57,49,55,52,75,72,49,46,82,89,87,77,44,45,37,57,58
"343","Bayern Munich","Bundesliga","Leroy Sané","GER","MF,FW",69,94,98,97,61,96,93,61,55,70,89,87,97,95,96,71,35,35
"347","Bayern Munich","Bundesliga","Mathys Tel","FRA","FW",13,87,60,79,92,98,99,95,79,34,89,87,77,72,74,82,95,95
"349","Bayern Munich","Bundesliga","Dayot Upamecano","FRA","DF",79,31,25,18,7,4,2,32,32,3,89,87,77,31,32,63,27,27
"352","Betis","La Liga","Abner","BRA","DF",20,31,17,18,17,29,20,32,32,23,89,87,77,58,59,99,8,8
"353","Betis","La Liga","Paul Akouokou","CIV","MF,DF",14,31,9,18,52,22,28,32,32,67,89,87,77,10,10,18,52,53
"355","Betis","La Liga","Sergio Canales","ESP","FW,MF",78,83,84,77,30,57,50,53,59,87,95,94,97,84,82,56,41,31
"356","Betis","La Liga","William Carvalho","POR","MF",80,77,71,74,54,41,45,69,68,46,89,87,77,76,78,77,57,58
"357","Betis","La Liga","Juan Cruz","ESP","FW",5,57,17,32,70,86,87,90,90,46,89,87,77,23,24,56,75,75
"359","Betis","La Liga","Nabil Fekir","FRA","MF",33,70,68,62,28,78,63,38,42,81,95,94,99,68,57,37,41,31
"360","Betis","La Liga","Luiz Felipe","ITA","DF",61,31,9,18,52,1,3,32,32,9,89,87,77,10,10,37,52,53
"362","Betis","La Liga","Édgar González","ESP","DF",59,31,32,41,52,15,22,32,32,4,89,87,77,47,48,86,15,15
"364","Betis","La Liga","Andrés Guardado","MEX","MF",47,57,25,41,75,14,28,77,68,89,89,87,87,10,10,4,83,82
"365","Betis","La Liga","Luiz Henrique","BRA","FW",62,57,87,89,70,73,79,32,32,70,89,87,77,77,79,47,4,4
"366","Betis","La Liga","Borja Iglesias","ESP","FW",77,99,93,94,63,77,78,87,80,34,99,100,77,99,98,95,66,58
"367","Betis","La Liga","Joaquín","ESP","MF,FW",14,31,28,41,63,62,66,32,32,34,89,87,77,31,32,56,27,27
"368","Betis","La Liga","Willian José","BRA","FW",25,70,60,62,39,83,74,42,42,64,95,94,91,74,67,71,21,15
"369","Betis","La Liga","Juanmi","ESP","FW",31,83,56,70,78,66,76,92,90,19,89,87,77,80,83,97,70,70
"370","Betis","La Liga","Juan Miranda","ESP","DF",49,77,60,67,55,52,56,79,78,66,89,87,93,66,69,77,80,80
"372","Betis","La Liga","Álex Moreno","ESP","DF",47,31,45,49,41,36,37,32,32,58,89,87,77,49,50,63,13,13
"374","Betis","La Liga","Ayoze Pérez","ESP","FW,MF",45,70,78,81,65,75,78,45,42,49,89,87,77,83,86,86,4,4
"376","Betis","La Liga","Rodrigo","ESP","FW,MF",55,70,49,62,70,35,45,74,68,54,89,87,77,52,53,56,78,78
"377","Betis","La Liga","Guido Rodríguez","ARG","MF",92,57,64,62,33,28,27,42,42,91,89,87,77,47,48,18,52,53
"378","Betis","La Liga","Aitor Ruibal","ESP","DF,FW",50,31,49,62,70,40,49,32,32,71,89,87,77,35,36,28,24,23
"380","Betis","La Liga","Youssouf Sabaly","SEN","DF",57,57,42,41,28,25,23,53,68,87,89,87,77,23,24,10,75,75
"382","Bochum","Bundesliga","Christopher Antwi-Adjei","GHA","FW,MF",68,77,75,70,33,52,47,61,72,76,89,87,77,65,67,47,83,82
"383","Bochum","Bundesliga","Takuma Asano","JPN","FW,MF",60,77,92,90,53,89,83,45,42,43,89,87,77,89,90,71,2,3
"384","Bochum","Bundesliga","Moritz Broschinski","GER","FW,MF",7,70,17,49,97,74,97,98,90,15,89,87,77,49,50,99,80,80
"385","Bochum","Bundesliga","Philipp Förster","GER","MF",45,77,54,62,56,48,51,87,90,73,89,87,91,52,53,47,92,91
"386","Bochum","Bundesliga","Cristian Gamboa","CRC","DF",52,31,28,18,5,15,5,32,32,99,89,87,77,10,10,1,52,53
"387","Bochum","Bundesliga","Silvère Ganvoula M'Boussy","CGO","FW,MF",8,31,32,41,52,94,88,32,32,73,89,87,77,23,24,18,35,35
"389","Bochum","Bundesliga","Dominique Heintz","GER","DF",27,31,13,18,28,13,13,32,32,54,89,87,77,14,14,47,45,46
"390","Bochum","Bundesliga","Philipp Hofmann","GER","FW",88,94,92,94,70,66,72,79,72,19,89,87,77,95,97,93,24,23
"391","Bochum","Bundesliga","Gerrit Holtmann","PHI","FW,MF",32,57,77,86,81,90,94,35,32,69,89,87,77,68,70,47,11,11
"394","Bochum","Bundesliga","Pierre Kunde","CMR","MF,FW",12,57,13,18,28,40,34,95,100,93,89,87,77,14,14,47,80,80
"396","Bochum","Bundesliga","Anthony Losilla","FRA","MF",90,70,72,70,38,37,36,49,54,52,89,87,77,61,63,37,63,64
"397","Bochum","Bundesliga","Erhan Mašović","SRB","DF,MF",74,83,54,77,93,28,51,93,75,26,89,87,87,71,73,88,90,90
"399","Bochum","Bundesliga","Ivan Ordets","UKR","DF",83,31,54,18,0,23,2,32,32,12,89,87,77,52,53,47,11,11
"400","Bochum","Bundesliga","Jordi Osei-Tutu","ENG","DF,FW",25,31,42,55,73,56,65,32,32,71,89,87,77,31,32,18,27,27
"403","Bochum","Bundesliga","Keven Schlotterbeck","GER","DF",25,70,28,49,90,41,59,95,90,13,89,87,77,56,57,97,72,72
"405","Bochum","Bundesliga","Kostas Stafylidis","GRE","DF,MF",36,31,47,32,7,49,23,32,32,99,89,87,87,19,19,4,41,41
"406","Bochum","Bundesliga","Kevin Stöger","AUT","MF",87,87,88,79,23,59,49,38,42,96,98,98,98,84,65,18,78,58
"407","Bochum","Bundesliga","Simon Zoller","GER","FW",52,77,77,74,39,68,63,61,68,17,89,87,77,82,84,86,16,16
"408","Bologna","Serie A","Michel Aebischer","SUI","FW,MF",51,57,49,32,5,39,14,49,90,51,89,87,87,54,55,63,35,35
"409","Bologna","Serie A","Marko Arnautović","AUT","FW",52,95,72,86,90,63,79,92,78,40,98,98,77,92,86,91,95,91
"411","Bologna","Serie A","Musa Barrow","GAM","FW,MF",66,77,95,87,23,91,72,42,46,85,89,87,87,74,76,18,63,64
"413","Bologna","Serie A","Andrea Cambiaso","ITA","DF",72,31,54,55,38,29,31,32,32,75,89,87,77,41,42,28,19,18
"414","Bologna","Serie A","Lorenzo De Silvestri","ITA","DF",22,57,17,41,94,27,51,90,68,14,89,87,77,27,28,82,72,72
"415","Bologna","Serie A","Nicolás Domínguez","ARG","MF",77,77,87,89,70,62,69,49,42,86,89,87,77,70,72,28,75,75
"416","Bologna","Serie A","Lewis Ferguson","SCO","MF,FW",77,91,87,88,66,61,67,79,72,39,89,87,77,84,86,71,91,91
"418","Bologna","Serie A","Giorgos Kyriakopoulos","GRE","DF,FW",24,31,25,41,75,37,49,32,32,69,89,87,77,10,10,4,52,53
"419","Bologna","Serie A","Jhon Lucumí","COL","DF",93,31,39,32,12,8,5,32,32,29,89,87,77,31,32,28,27,27
"420","Bologna","Serie A","Charalambos Lykogiannis","GRE","DF",38,70,58,62,42,58,59,66,68,94,89,87,96,35,36,10,88,88
"422","Bologna","Serie A","Nikola Moro","CRO","MF",40,57,60,41,7,60,34,42,68,90,89,87,77,38,39,10,63,64
"423","Bologna","Serie A","Riccardo Orsolini","ITA","FW",71,97,99,96,37,97,88,57,61,79,98,98,98,97,96,56,84,67
"424","Bologna","Serie A","Stefan Posch","AUT","DF",83,91,72,77,61,41,48,92,92,28,89,87,87,77,79,77,97,97
"427","Bologna","Serie A","Nicola Sansone","ITA","FW",24,83,64,70,59,89,86,87,90,59,89,87,91,73,75,82,88,88
"428","Bologna","Serie A","Jerdy Schouten","NED","MF",85,31,28,32,28,5,7,32,32,59,89,87,77,19,19,18,41,41
"430","Bologna","Serie A","Roberto Soriano","ITA","FW,MF",46,57,45,32,8,36,18,53,90,74,89,87,77,27,28,18,72,72
"431","Bologna","Serie A","Joaquin Sosa","URU","DF",23,31,9,18,52,10,16,32,32,100,89,87,77,5,5,1,57,58
"432","Bologna","Serie A","Adama Soumaoro","FRA","DF",64,31,6,18,90,0,3,32,32,3,89,87,77,14,14,91,45,46
"433","Bologna","Serie A","Emanuel Vignato","ITA","MF,FW",8,31,3,18,100,9,48,32,32,26,89,87,77,5,5,56,57,58
"434","Bologna","Serie A","Joshua Zirkzee","NED","FW",28,57,74,67,28,93,76,38,38,43,89,87,77,75,77,71,6,6
"435","Bournemouth","Premier League","Jaidon Anthony","ENG","MF,FW",43,77,64,83,93,60,82,77,48,68,89,87,91,65,67,63,83,82
"437","Bournemouth","Premier League","Philip Billing","DEN","MF,FW",92,93,84,90,82,50,65,87,72,61,89,87,96,86,88,82,95,95
"438","Bournemouth","Premier League","David Brooks","WAL","FW,MF",5,31,17,18,17,86,60,32,32,76,89,87,87,14,14,18,45,46
"439","Bournemouth","Premier League","Ryan Christie","SCO","MF,FW",63,57,80,74,33,61,54,35,35,26,89,87,77,73,75,47,7,7
"441","Bournemouth","Premier League","Siriki Dembélé","CIV","FW,MF",3,31,6,32,100,62,96,32,32,47,89,87,77,10,10,56,52,53
"445","Bournemouth","Premier League","Jefferson Lerma","COL","MF",99,87,82,77,37,40,38,77,90,56,89,87,77,71,73,37,96,96
"448","Bournemouth","Premier League","Chris Mepham","WAL","DF",75,31,28,49,90,7,22,32,32,5,89,87,77,31,32,56,27,27
"449","Bournemouth","Premier League","Kieffer Moore","WAL","FW",44,83,66,70,55,61,63,85,90,9,89,87,77,84,86,96,41,41
"451","Bournemouth","Premier League","Dango Ouattara","BFA","MF,FW",43,57,71,55,13,69,47,38,46,28,89,87,77,80,82,86,2,3
"452","Bournemouth","Premier League","Ben Pearson","ENG","MF",10,31,6,18,90,23,41,32,32,95,89,87,77,1,1,1,61,61
"453","Bournemouth","Premier League","Joe Rothwell","ENG","MF",35,31,9,32,96,4,25,32,32,91,89,87,87,10,10,18,52,53
"454","Bournemouth","Premier League","Antoine Semenyo","GHA","FW,MF",9,57,9,18,52,44,46,98,100,52,89,87,77,14,14,56,80,80
"455","Bournemouth","Premier League","Marcos Senesi","ARG","DF",84,70,28,32,28,5,7,95,100,3,89,87,77,56,57,97,72,72
"456","Bournemouth","Premier League","Adam Smith","ENG","DF",96,31,17,18,17,1,1,32,32,44,89,87,77,23,24,63,35,35
"457","Bournemouth","Premier League","Dominic Solanke","ENG","FW,MF",94,91,98,97,60,81,80,53,46,19,89,87,77,96,97,77,1,1
"460","Bournemouth","Premier League","Jack Stephens","ENG","DF",41,31,6,18,90,1,8,32,32,0,89,87,77,19,19,97,41,41
"461","Bournemouth","Premier League","Marcus Tavernier","ENG","MF,FW",61,87,83,86,63,69,72,77,70,53,89,87,91,76,78,56,93,94
"463","Bournemouth","Premier League","Matías Viña","URU","DF",15,70,32,62,96,66,91,92,68,63,89,87,77,38,39,63,86,86
"467","Brentford","Premier League","Shandon Baptiste","GRN","MF",20,31,13,18,28,20,20,32,32,41,89,87,77,19,19,56,41,41
"470","Brentford","Premier League","Mikkel Damsgaard","DEN","MF,FW",34,31,42,55,73,46,56,32,32,34,89,87,77,71,73,98,2,3
"471","Brentford","Premier League","Josh Dasilva","ENG","MF",49,83,56,62,52,48,50,92,94,71,89,87,77,54,55,56,96,96
"473","Brentford","Premier League","Saman Ghoddos","IRN","MF,FW",4,31,3,18,100,24,68,32,32,67,89,87,77,1,1,18,61,61
"474","Brentford","Premier League","Rico Henry","ENG","DF",99,31,64,49,12,22,13,32,32,72,89,87,77,56,57,37,9,8
"475","Brentford","Premier League","Aaron Hickey","SCO","DF",66,31,39,32,12,17,9,32,32,81,89,87,77,19,19,10,41,41
"476","Brentford","Premier League","Vitaly Janelt","GER","MF,DF",75,77,47,55,57,20,28,91,92,40,89,87,77,66,69,93,80,80
"477","Brentford","Premier League","Pontus Jansson","SWE","DF",24,57,13,32,90,16,35,95,90,5,89,87,77,14,14,47,80,80
"478","Brentford","Premier League","Mathias Jensen","DEN","MF",93,87,66,67,40,29,31,92,94,83,89,87,95,65,67,56,97,97
"479","Brentford","Premier League","Mathias Jørgensen","DEN","DF",38,31,17,18,17,11,8,32,32,1,89,87,77,35,36,91,24,23
"480","Brentford","Premier League","Keane Lewis-Potter","ENG","FW,MF",10,31,25,32,37,70,63,32,32,27,89,87,77,23,24,37,35,35
"481","Brentford","Premier League","Bryan Mbeumo","CMR","FW",95,95,97,98,79,76,85,66,54,45,95,94,87,96,97,77,41,31
"482","Brentford","Premier League","Ben Mee","ENG","DF",99,77,74,67,28,31,27,66,78,6,89,87,77,77,79,77,52,53
"483","Brentford","Premier League","Christian Nørgaard","DEN","MF",61,57,58,70,73,40,51,42,36,10,89,87,77,56,57,47,31,31
"484","Brentford","Premier League","Frank Onyeka","NGA","MF",29,31,32,49,78,40,53,32,32,54,89,87,77,41,42,71,19,18
"485","Brentford","Premier League","Ethan Pinnock","JAM","DF",90,77,49,70,91,16,37,90,72,5,89,87,77,72,74,96,70,70
"488","Brentford","Premier League","Kevin Schade","GER","FW",25,31,42,49,52,57,59,32,32,13,89,87,77,63,65,95,5,5
"489","Brentford","Premier League","Ivan Toney","ENG","FW",96,100,99,99,63,87,86,81,76,46,100,100,99,99,99,88,89,82
"490","Brentford","Premier League","Yoane Wissa","COD","FW",56,93,79,87,81,67,78,92,80,27,89,87,77,89,90,95,90,90
"491","Brest","Ligue 1","Taïryk Arconte","FRA","FW",4,31,6,18,90,55,71,32,32,16,89,87,77,14,14,86,45,46
"492","Brest","Ligue 1","Youcef Belaïli","ALG","FW,MF",12,31,32,18,3,79,35,32,32,42,89,87,87,31,32,47,27,27
"493","Brest","Ligue 1","Haris Belkebla","ALG","MF",87,57,32,32,21,6,7,66,90,91,89,87,77,23,24,18,75,75
"496","Brest","Ligue 1","Lilian Brassier","FRA","DF",96,31,56,32,3,18,5,32,32,48,89,87,77,41,42,18,19,18
"497","Brest","Ligue 1","Mahdi Camara","FRA","MF",62,70,64,62,33,46,41,57,68,46,89,87,77,68,70,71,41,41
"498","Brest","Ligue 1","Axel Camblan","FRA","FW,MF",2,31,3,18,100,52,94,32,32,1,89,87,77,10,10,93,52,53
"499","Brest","Ligue 1","Irvin Cardona","FRA","FW,MF",7,31,13,32,90,59,75,32,32,22,89,87,77,10,10,18,52,53
"500","Brest","Ligue 1","Brendan Chardonnet","FRA","DF",81,31,52,41,13,22,13,32,32,9,89,87,77,47,48,47,15,15
"501","Brest","Ligue 1","Achraf Dari","MAR","DF",45,57,13,32,90,4,18,95,90,37,89,87,77,19,19,56,78,78
"502","Brest","Ligue 1","Romain Del Castillo","FRA","MF,FW",47,91,78,79,56,72,73,35,34,77,99,99,93,90,69,37,52,13
"503","Brest","Ligue 1","Karamoko Dembele","SCO","FW,MF",5,31,13,32,90,77,89,32,32,43,89,87,77,10,10,28,52,53
"504","Brest","Ligue 1","Jean-Kevin Duverne","FRA","DF",83,31,17,18,17,2,2,32,32,52,89,87,77,19,19,47,41,41
"505","Brest","Ligue 1","Alberth Elis","HON","MF,FW",9,31,13,18,28,55,46,32,32,21,89,87,77,23,24,82,35,35
"506","Brest","Ligue 1","Noah Fadiga","SEN","DF",45,57,39,41,33,30,30,57,68,61,89,87,77,31,32,37,70,70
"508","Brest","Ligue 1","Franck Honorat","FRA","FW,MF",86,91,89,89,58,63,65,74,69,59,89,87,95,85,88,63,88,88
"509","Brest","Ligue 1","Kenny Lala","FRA","DF",46,31,39,41,33,30,28,32,32,96,89,87,91,19,19,4,41,41
"510","Brest","Ligue 1","Jérémy Le Douaron","FRA","MF,FW",69,96,92,95,74,82,87,88,78,8,89,87,77,95,96,91,92,91
"511","Brest","Ligue 1","Pierre Lees-Melou","FRA","MF",89,87,85,81,39,53,51,74,76,89,89,87,91,61,63,18,98,98
"514","Brest","Ligue 1","Hugo Magnetti","FRA","MF",57,57,54,62,56,39,44,45,42,93,89,87,77,35,36,18,66,67
"516","Brest","Ligue 1","Steve Mounié","BEN","FW",55,91,92,90,52,93,87,57,55,36,95,94,77,92,92,77,19,15
"517","Brest","Ligue 1","Mathias Pereira Lage","POR","MF,FW",43,70,62,74,75,58,68,61,47,65,89,87,87,52,53,37,78,78
"518","Brest","Ligue 1","Islam Slimani","ALG","FW",34,57,47,32,7,51,25,49,90,27,89,94,77,70,59,77,10,27
"521","Brighton","Premier League","Facundo Buonanotte","ARG","FW,MF",19,57,39,41,33,65,58,57,68,50,89,87,77,52,53,82,41,41
"522","Brighton","Premier League","Moisés Caicedo","ECU","MF",98,57,74,70,37,33,33,38,36,90,89,87,77,58,59,28,27,27
"523","Brighton","Premier League","Julio César Enciso","PAR","FW,MF",28,83,84,90,82,98,98,66,47,69,89,87,77,82,84,63,61,61
"525","Brighton","Premier League","Lewis Dunk","ENG","DF",99,57,64,41,5,22,8,42,68,12,89,87,87,58,59,47,27,27
"526","Brighton","Premier League","Pervis Estupiñán","ECU","DF",89,57,75,49,5,41,16,35,54,68,89,87,77,58,59,28,27,27
"527","Brighton","Premier League","Evan Ferguson","IRL","FW",33,91,82,89,81,95,96,85,69,36,89,87,77,88,90,88,78,78
"528","Brighton","Premier League","Billy Gilmour","SCO","MF",16,31,22,18,11,45,25,32,32,73,89,87,77,23,24,56,35,35
"529","Brighton","Premier League","Pascal Groß","GER","MF,DF",99,95,85,92,82,45,61,92,80,54,89,87,87,88,90,86,99,99
"532","Brighton","Premier League","Adam Lallana","ENG","MF,FW",24,70,28,55,94,42,66,95,75,22,89,87,77,38,39,71,86,86
"534","Brighton","Premier League","Alexis Mac Allister","ARG","MF",95,96,98,97,55,84,80,42,38,85,100,100,98,98,95,56,5,1
"535","Brighton","Premier League","Solly March","ENG","FW,DF",90,93,97,98,73,83,87,57,48,44,89,87,87,94,96,71,16,16
"536","Brighton","Premier League","Kaoru Mitoma","JPN","FW,MF",78,93,92,94,70,72,78,74,68,22,89,87,77,94,96,91,16,16
"538","Brighton","Premier League","Enock Mwepu","ZAM","FW,MF",7,31,6,18,90,35,53,32,32,48,89,87,77,10,10,71,52,53
"542","Brighton","Premier League","Jeremy Sarmiento","ECU","MF",5,31,17,32,70,85,86,32,32,75,89,87,77,14,14,37,45,46
"544","Brighton","Premier League","Leandro Trossard","BEL","FW,MF",45,93,84,89,78,86,91,87,75,34,89,87,77,84,86,77,96,96
"545","Brighton","Premier League","Deniz Undav","GER","FW,MF",21,87,72,81,78,97,97,88,76,24,89,87,77,85,87,95,72,72
"546","Brighton","Premier League","Joël Veltman","NED","DF",74,57,49,55,52,23,30,49,46,45,89,87,77,60,62,77,24,23
"547","Brighton","Premier League","Adam Webster","ENG","DF",69,31,56,32,3,33,9,32,32,9,89,87,77,60,62,63,7,7
"548","Brighton","Premier League","Danny Welbeck","ENG","FW",64,91,95,94,56,92,88,61,55,27,89,87,87,96,97,88,1,1
"549","Celta Vigo","La Liga","Joseph Aidoo","GHA","DF",98,77,47,41,19,11,9,91,100,22,89,87,77,41,42,37,94,94
"550","Celta Vigo","La Liga","Iago Aspas","ESP","FW",94,98,97,97,65,81,82,74,69,69,97,98,98,98,97,77,84,89
"551","Celta Vigo","La Liga","Fran Beltrán","ESP","MF",92,31,68,32,1,31,7,32,32,98,89,87,77,38,39,10,21,20
"552","Celta Vigo","La Liga","Franco Cervi","ARG","MF,DF",65,31,66,62,29,46,40,32,32,69,89,87,77,66,69,63,4,4
"555","Celta Vigo","La Liga","Javi Galán","ESP","DF",97,31,45,18,1,9,1,32,32,85,89,87,77,27,28,18,31,31
"556","Celta Vigo","La Liga","Luca de la Torre","USA","MF",50,31,49,32,5,40,16,32,32,65,89,87,77,41,42,37,19,18
"557","Celta Vigo","La Liga","Hugo Mallo","ESP","DF",74,31,58,67,60,32,40,32,32,20,89,87,77,52,53,37,11,11
"561","Celta Vigo","La Liga","Unai Núñez","ESP","DF",97,31,49,55,52,13,20,32,32,29,89,87,77,47,48,47,15,15
"562","Celta Vigo","La Liga","Gonçalo Paciência","POR","FW,MF",22,70,77,77,52,98,94,49,46,52,89,87,87,61,63,28,63,64
"563","Celta Vigo","La Liga","Carles Pérez","ESP","MF,FW",71,77,92,90,54,79,76,45,42,81,89,87,77,72,74,18,70,70
"564","Celta Vigo","La Liga","Óscar Rodríguez Arnaiz","ESP","MF",59,70,87,89,72,76,82,42,35,93,89,87,99,79,82,47,10,10
"565","Celta Vigo","La Liga","Miguel Rodríguez","ESP","MF,FW",8,57,9,32,96,45,72,98,90,65,89,87,77,10,10,37,83,82
"566","Celta Vigo","La Liga","Haris Seferović","SUI","FW",28,77,42,62,90,53,69,95,90,9,89,87,77,58,59,88,89,89
"569","Celta Vigo","La Liga","Jørgen Strand Larsen","NOR","FW",59,83,87,87,60,76,76,61,55,17,89,87,77,89,90,86,9,8
"571","Celta Vigo","La Liga","Renato Tapia","PER","MF,DF",51,31,49,41,17,39,27,32,32,68,89,87,87,41,42,28,19,18
"573","Celta Vigo","La Liga","Gabriel Veiga","ESP","MF",75,95,94,96,75,80,86,81,70,70,89,87,77,89,91,63,98,98
"576","Chelsea","Premier League","Pierre-Emerick Aubameyang","GAB","FW",18,57,52,67,76,86,90,45,38,24,89,87,77,54,55,56,35,35
"577","Chelsea","Premier League","César Azpilicueta","ESP","DF",54,31,32,18,3,17,5,32,32,60,89,87,77,19,19,18,41,41
"578","Chelsea","Premier League","Benoît Badiashile","FRA","DF",31,57,22,32,52,22,28,85,90,1,89,87,77,47,48,97,52,53
"579","Chelsea","Premier League","Armando Broja","ALB","FW",10,57,22,55,97,68,96,85,46,8,89,87,77,35,36,86,66,67
"580","Chelsea","Premier League","Trevoh Chalobah","ENG","DF",56,31,32,32,21,16,13,32,32,4,89,87,77,38,39,63,21,20
"581","Chelsea","Premier League","Ben Chilwell","ENG","DF,MF",49,70,52,49,28,43,36,74,90,43,89,87,77,52,53,56,78,78
"582","Chelsea","Premier League","Carney Chukwuemeka","ENG","MF,FW",11,31,17,18,17,51,35,32,32,52,89,87,77,19,19,37,41,41
"584","Chelsea","Premier League","João Félix","POR","FW,MF",32,83,89,88,55,98,96,57,54,59,89,87,93,86,88,71,21,20
"585","Chelsea","Premier League","Enzo Fernández","ARG","MF",54,31,60,41,7,47,23,32,32,95,89,87,91,35,36,10,24,23
